ClientID,NoOfVisit,TotalPurchase,Duration,category,survey,member,Sex,Store,InActivePeriod
79820,4,2798.2,259,Freq 1,EXISTING CLIENTS,1,M,207,18
79823,1,1101.14,0,Walkin 1,EXISTING CLIENTS,0,F,207,92
79826,3,416.31,145,Repeat 1,Reference,0,F,207,25
79832,8,8150.6,338,Regular 1,Reference,1,F,207,102
79834,24,13007.54,474,Loyal 1,Reference,1,M,207,39
79840,1,56.18,0,Walkin 1,Others,0,M,214,490
79849,8,1039.34,450,Regular 1,Signage,0,M,207,84
79853,10,6848.33,376,Freq 1,Reference,1,M,214,178
79856,3,292.12,33,Repeat 1,Others,0,M,214,485
79872,9,2940.14,486,Loyal 1,Reference,0,M,214,17
79874,1,359.55,0,Walkin 1,Hoardings,0,M,207,398
79883,4,9455.08,260,Regular 1,EXISTING CLIENTS,1,F,207,266
79885,1,1526.97,0,Walkin 1,Signage,1,F,207,383
79896,1,275.28,0,Freq 1,Reference,0,M,214,515
79899,10,1505.62,462,Loyal 1,EXISTING CLIENTS,1,M,207,83
79900,15,6329.92,253,Loyal 1,Reference,1,F,,303
79901,2,544.95,70,Walkin 1,Reference,0,F,207,466
79915,22,28754.68,450,Loyal 1,Signage,1,F,214,111
79922,1,134.83,0,Walkin 1,EXISTING CLIENTS,0,M,207,441
79935,1,179.78,0,Walkin 1,Signage,0,M,207,158
79938,2,1855.68,0,Repeat 1,EXISTING CLIENTS,0,F,207,309
79946,2,702.25,18,Repeat 1,Signage,0,M,214,483
79948,8,9471.96,433,Loyal 1,Reference,0,M,214,57
79962,3,785.4,43,Repeat 1,EXISTING CLIENTS,1,M,207,63
79963,2,123.6,500,Walkin 1,Others,0,F,214,60
79983,2,2130.96,0,Repeat 1,Reference,0,M,207,550
79990,1,28.09,0,Walkin 1,EXISTING CLIENTS,0,F,207,334
80005,1,134.83,0,Walkin 1,Hoardings,0,M,207,292
80014,1,56.18,0,Walkin 1,Reference,0,F,214,529
80015,1,123.6,0,Walkin 1,Others,0,M,207,287
80026,4,674.15,154,Regular 1,Signage,0,M,214,392
80030,1,849.3,0,Walkin 1,EXISTING CLIENTS,0,F,207,39
80033,1,522.47,0,Walkin 1,Signage,0,F,207,352
80053,5,674.15,136,Regular 1,Hoardings,1,M,207,393
80057,1,247.19,0,Walkin 1,EXISTING CLIENTS,0,M,207,78
80068,6,8682.98,236,Loyal 1,EXISTING CLIENTS,1,F,207,5
80071,1,179.78,0,Walkin 1,Signage,0,M,207,273
80076,12,9640.51,489,Freq 1,Signage,1,M,207,50
80088,1,1179.78,0,Walkin 1,Signage,0,M,207,327
80091,1,168.54,0,Walkin 1,Reference,0,M,207,425
80108,1,657.31,0,Walkin 1,EXISTING CLIENTS,0,F,207,325
80110,1,168.54,0,Walkin 1,Reference,0,M,214,518
80116,1,1095.51,0,Walkin 1,Reference,0,F,207,449
80119,5,2953.94,47,Loyal 1,Reference,1,M,207,481
80123,9,1633.73,377,Freq 1,EXISTING CLIENTS,1,M,207,149
80126,12,7392.12,174,Loyal 1,EXISTING CLIENTS,1,M,207,315
80137,4,1713.88,256,Freq 1,EXISTING CLIENTS,1,F,207,39
80139,1,28.09,0,Walkin 1,EXISTING CLIENTS,0,F,207,427
80143,1,325.84,0,Walkin 1,Signage,0,F,207,175
80144,4,540.34,133,Regular 1,Signage,1,M,207,14
80145,9,6830.38,292,Regular 1,Reference,1,M,207,133
80147,18,11119.33,483,Loyal 1,Signage,1,M,207,50
80148,1,797.76,0,Walkin 1,EXISTING CLIENTS,0,M,207,274
80162,6,5650.59,368,Loyal 1,Signage,1,F,214,187
80167,1,1150.01,0,Walkin 1,Reference,0,F,207,397
80173,1,101.12,0,Walkin 1,Reference,0,F,207,531
80203,5,1477.52,276,Loyal 1,Signage,0,F,207,102
80206,3,1135.72,86,Regular 1,Hoardings,1,F,207,427
80217,2,1134.84,167,Repeat 1,EXISTING CLIENTS,0,M,207,91
80224,1,84.27,0,Regular 1,EXISTING CLIENTS,0,F,214,544
80230,13,8394.79,331,Loyal 1,Signage,1,M,207,9
80231,1,112.36,0,Walkin 1,Reference,0,F,207,136
80235,4,2938.83,161,Loyal 1,Reference,0,F,207,38
80237,1,168.54,0,Walkin 1,Others,0,M,207,346
80238,4,303.37,134,Regular 1,EXISTING CLIENTS,0,F,207,52
80243,9,3869.31,309,Regular 1,EXISTING CLIENTS,1,M,207,29
80261,2,3212.37,1,Repeat 1,Reference,1,M,207,513
80275,1,575,0,Walkin 1,EXISTING CLIENTS,0,F,207,117
80286,8,9554.21,147,Loyal 1,Signage,1,F,207,21
80287,1,264.05,0,Walkin 1,News Paper,0,M,207,208
80289,6,2583.14,223,Regular 1,EXISTING CLIENTS,1,M,207,53
80291,2,3977.54,37,Repeat 1,EXISTING CLIENTS,0,F,207,254
80297,1,837.08,0,Walkin 1,EXISTING CLIENTS,0,F,207,254
80300,1,522.48,0,Walkin 1,EXISTING CLIENTS,0,M,207,133
80308,2,408.99,0,Walkin 1,EXISTING CLIENTS,1,M,207,58
80309,4,2557.6,104,Regular 1,News Paper,1,M,207,219
80313,3,10875.32,59,Repeat 1,Reference,1,F,207,468
80314,2,2116.86,0,Repeat 1,Signage,1,M,207,213
80324,1,191.01,0,Walkin 1,Reference,0,M,207,504
80341,12,3567.32,203,Loyal 1,Signage,1,F,207,4
80344,13,5392.38,499,Loyal 1,EXISTING CLIENTS,1,F,207,35
80354,11,15461.18,400,Loyal 1,Reference,1,M,207,0
80360,3,3110.13,56,Repeat 1,EXISTING CLIENTS,0,F,207,50
80361,4,668.55,111,Regular 1,Others,0,F,207,161
80363,22,4614.16,545,Loyal 1,Reference,1,M,214,8
80384,3,1217.98,5,Repeat 1,Reference,1,F,214,520
80388,6,3601.13,229,Regular 1,Hoardings,1,M,207,297
80393,2,807.87,0,Repeat 1,Signage,1,M,207,55
80396,1,182.4,0,Walkin 1,Signage,0,M,207,35
80401,5,2860.97,295,Regular 1,Reference,0,F,207,99
80404,1,179.78,0,Walkin 1,Others,0,F,214,484
80428,3,382.02,55,Loyal 1,Others,0,M,214,477
80437,14,2667.96,228,Loyal 1,Reference,0,M,214,332
80446,1,222.3,0,Walkin 1,EXISTING CLIENTS,0,M,207,39
80450,,,,,,,,,
80452,1,949.44,0,Walkin 1,EXISTING CLIENTS,0,M,207,434
80454,1,67.42,0,Walkin 1,Reference,0,M,207,531
80456,1,168.54,0,Walkin 1,Reference,0,M,207,546
80459,1,662.92,0,Walkin 1,EXISTING CLIENTS,0,M,207,470
80471,4,3729.22,59,Loyal 1,Others,1,F,207,122
80503,18,13114.98,531,Loyal 1,EXISTING CLIENTS,1,M,207,22
80504,2,2796.64,0,Repeat 1,Reference,1,M,207,327
80507,1,1960.69,0,Repeat 1,Reference,0,F,207,473
80508,1,545,0,Walkin 1,EXISTING CLIENTS,0,M,207,291
80511,1,1101.13,0,Walkin 1,Reference,0,M,,559
80519,21,6974.52,520,Loyal 1,Reference,1,M,207,11
80533,1,6730.38,0,Walkin 1,Signage,0,F,207,166
80534,29,28854.53,493,Loyal 1,Reference,1,F,214,31
80536,2,1409,0,Repeat 1,News Paper,1,F,207,274
80548,1,28.09,0,Walkin 1,Others,0,F,207,336
80572,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,124
80587,4,1717.98,148,Freq 1,Reference,1,M,207,337
80593,5,1033.72,236,Loyal 1,Others,0,M,207,289
80599,1,168.54,0,Walkin 1,EXISTING CLIENTS,0,M,207,537
80601,1,425.57,0,Walkin 1,Signage,0,F,207,364
80602,2,691.02,47,Repeat 1,EXISTING CLIENTS,0,M,207,71
80610,2,1566.3,0,Repeat 1,EXISTING CLIENTS,1,M,207,106
80613,1,606.75,0,Walkin 1,EXISTING CLIENTS,0,F,207,154
80621,7,2409,119,Loyal 1,EXISTING CLIENTS,1,M,207,156
80631,2,1779.78,0,Repeat 1,EXISTING CLIENTS,1,F,207,257
80634,3,397.86,31,Repeat 1,Signage,1,M,207,7
80639,1,337.08,0,Repeat 1,Others,0,F,214,478
80641,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,F,207,138
80644,1,39.9,0,Walkin 1,EXISTING CLIENTS,0,F,207,29
80647,3,1891.75,247,Repeat 1,EXISTING CLIENTS,0,F,207,39
80648,6,2235.24,135,Loyal 1,EXISTING CLIENTS,0,M,207,23
80656,1,584.28,0,Walkin 1,EXISTING CLIENTS,0,M,207,49
80659,7,19740.06,134,Loyal 1,Reference,1,F,207,406
80661,1,337.08,0,Walkin 1,Reference,0,M,207,463
80669,9,5878.57,421,Loyal 1,Signage,0,M,207,27
80670,9,3679.27,476,Freq 1,Reference,0,M,214,57
80673,1,148.2,0,Walkin 1,EXISTING CLIENTS,0,M,,12
80683,1,674.16,0,Walkin 1,EXISTING CLIENTS,0,M,207,137
80685,14,3726.88,513,Loyal 1,Reference,0,M,207,24
80691,6,3423.92,532,Freq 1,EXISTING CLIENTS,1,M,207,8
80696,19,17345.5,553,Loyal 1,EXISTING CLIENTS,1,M,,7
80697,1,421.35,0,Walkin 1,EXISTING CLIENTS,0,M,207,321
80698,2,3021.36,0,Repeat 1,Signage,1,M,207,367
80701,1,376.4,0,Walkin 1,EXISTING CLIENTS,0,F,207,323
80707,1,1150.01,0,Walkin 1,EXISTING CLIENTS,0,F,207,408
80714,1,274.99,0,Walkin 1,Others,0,M,207,296
80719,1,134.83,0,Walkin 1,Reference,0,M,207,546
80723,1,443.82,0,Walkin 1,Reference,0,M,207,504
80726,1,33.71,0,Walkin 1,Reference,0,F,207,196
80740,1,1123.6,0,Walkin 1,Reference,0,M,207,422
80741,1,646.07,0,Walkin 1,Reference,0,M,207,537
80766,9,977.52,447,Freq 1,Gift Coupon - External,0,M,207,81
80767,2,11487.01,0,Repeat 1,Signage,0,M,207,29
80775,3,1802.25,12,Repeat 1,Signage,1,M,207,53
80778,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,107
80781,5,12920.01,61,Loyal 1,EXISTING CLIENTS,1,F,207,108
80786,5,9781.16,119,Loyal 1,EXISTING CLIENTS,0,M,207,97
80787,2,234.83,0,Repeat 1,Reference,1,M,207,546
80794,1,168.54,0,Walkin 1,Signage,0,M,207,367
80817,3,2258.45,105,Repeat 1,EXISTING CLIENTS,0,M,207,64
80821,6,599.99,107,Loyal 1,Reference,1,M,214,432
80824,13,19778.88,521,Loyal 1,Signage,1,F,214,19
80825,1,28.09,0,Walkin 1,EXISTING CLIENTS,0,M,207,467
80827,6,1972.27,249,Loyal 1,Others,1,M,207,39
80832,4,6169.01,15,Loyal 1,Reference,1,F,207,499
80838,2,122.47,0,Repeat 1,Reference,1,F,207,498
80842,2,3055.07,0,Repeat 1,EXISTING CLIENTS,1,M,207,299
80843,16,17343.51,355,Loyal 1,Signage,1,F,207,198
80849,1,191.01,0,Walkin 1,EXISTING CLIENTS,0,F,207,471
80855,2,1073.05,21,Repeat 1,Hoardings,0,F,207,295
80858,3,2448.32,65,Repeat 1,EXISTING CLIENTS,1,M,207,440
80875,5,6748.95,126,Loyal 1,Reference,1,F,214,413
80909,3,1391.56,29,Repeat 1,Signage,1,F,207,34
80914,1,224.72,0,Walkin 1,Reference,0,M,207,457
80919,2,2005.62,14,Repeat 1,Others,0,F,207,99
80922,3,1320.24,211,Repeat 1,Reference,0,M,207,246
80923,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,56
80925,1,1117.99,0,Walkin 1,EXISTING CLIENTS,0,M,207,211
80939,1,421.35,0,Walkin 1,Reference,0,F,207,435
80948,6,1285.39,223,Loyal 1,Reference,1,M,214,337
80957,1,1129.22,0,Walkin 1,Signage,0,F,207,57
80964,2,303.37,427,Walkin 1,Reference,0,M,214,76
80966,,,,,,,,,
80969,4,316.11,57,Loyal 1,EXISTING CLIENTS,1,M,207,23
80973,1,500,0,Walkin 1,Signage,0,M,207,493
80989,4,674.17,363,Regular 1,Signage,0,M,214,140
81001,1,67.42,0,Walkin 1,Others,0,M,207,447
81004,2,629.22,0,Repeat 1,EXISTING CLIENTS,0,M,207,260
81006,1,235.96,0,Walkin 1,Others,0,M,207,518
81019,5,6707.32,235,Loyal 1,Reference,0,M,207,11
81022,31,14171.37,546,Loyal 1,Gift Coupon - External,1,F,207,4
81029,6,7318.44,77,Loyal 1,Signage,1,F,207,0
81031,50,28755.35,547,Loyal 1,EXISTING CLIENTS,0,M,207,6
81042,1,269.66,0,Walkin 1,Reference,0,M,207,457
81043,1,85.5,0,Walkin 1,Others,0,F,207,39
81047,,,,,,,,,
81058,1,533.71,0,Walkin 1,EXISTING CLIENTS,0,F,207,57
81059,1,629.22,0,Walkin 1,EXISTING CLIENTS,0,M,207,141
81062,6,25247.28,154,Loyal 1,EXISTING CLIENTS,1,M,207,385
81064,1,1095.51,0,Walkin 1,EXISTING CLIENTS,0,F,207,203
81068,1,353.94,0,Walkin 1,EXISTING CLIENTS,0,F,207,80
81078,3,376.41,93,Repeat 1,EXISTING CLIENTS,0,F,207,67
81089,5,1262.94,270,Regular 1,Signage,1,M,207,186
81092,1,235.96,0,Walkin 1,Reference,0,M,,559
81104,1,140.45,0,Walkin 1,EXISTING CLIENTS,0,M,207,377
81108,1,584.28,0,Walkin 1,Signage,0,F,207,171
81116,6,9094.82,67,Loyal 1,Signage,1,M,207,59
81117,14,6499.92,335,Loyal 1,Signage,1,M,207,23
81122,3,1185.4,199,Repeat 1,Others,0,M,214,313
81133,1,168.54,0,Walkin 1,Reference,0,M,207,399
81134,2,146.06,64,Repeat 1,Gift Coupon - Internal,0,F,207,479
81164,1,292.14,0,Walkin 1,EXISTING CLIENTS,0,M,207,192
81166,4,89.88,143,Loyal 1,EXISTING CLIENTS,0,F,207,341
81171,2,337.08,66,Repeat 1,Reference,0,M,207,338
81175,1,182.4,0,Walkin 1,EXISTING CLIENTS,0,M,,13
81180,7,2151.26,315,Loyal 1,Signage,1,M,207,38
81197,2,717.98,0,Repeat 1,Hoardings,1,F,207,341
81206,12,5423.32,522,Repeat 1,Others,1,M,,39
81210,2,252.82,29,Repeat 1,EXISTING CLIENTS,0,M,207,154
81215,2,1865.17,49,Regular 1,EXISTING CLIENTS,1,M,207,392
81216,3,449.45,75,Loyal 1,EXISTING CLIENTS,1,M,,482
81223,6,1143.85,451,Loyal 1,Reference,0,M,207,4
81224,18,9643.92,418,Loyal 1,Reference,1,F,207,50
81234,3,394.27,64,Repeat 1,Signage,1,M,207,26
81254,2,7648.46,12,Repeat 1,EXISTING CLIENTS,0,F,207,129
81255,1,994.39,0,Walkin 1,Reference,0,M,207,504
81268,1,1404.5,0,Walkin 1,EXISTING CLIENTS,0,F,207,99
81270,1,28.09,0,Walkin 1,Gift Coupon - Internal,0,M,207,323
81293,4,1118.64,126,Regular 1,Reference,1,F,207,427
81296,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,F,207,151
81297,1,56.18,0,Repeat 1,Reference,0,F,207,532
81302,15,37195.88,291,Loyal 1,Reference,0,F,207,10
81304,5,1762.92,94,Loyal 1,Reference,1,M,207,438
81305,5,597.65,264,Regular 1,EXISTING CLIENTS,0,F,207,9
81308,2,471.92,88,Repeat 1,EXISTING CLIENTS,0,M,207,215
81315,1,140.45,0,Walkin 1,Signage,0,M,207,463
81323,7,1543.83,103,Loyal 1,Signage,1,M,207,89
81340,1,264.05,0,Walkin 1,Others,0,F,207,445
81341,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,169
81342,4,1370.79,262,Freq 1,Reference,0,M,214,290
81346,1,1629.22,0,Walkin 1,EXISTING CLIENTS,0,F,207,289
81347,11,2039.32,290,Loyal 1,Reference,0,M,214,246
81348,2,1393.27,27,Repeat 1,Reference,0,M,207,105
81360,9,12900.88,456,Loyal 1,Signage,1,F,214,39
81373,11,4331.76,428,Freq 1,EXISTING CLIENTS,0,M,207,118
81388,3,1629.71,503,Walkin 1,EXISTING CLIENTS,1,F,207,35
81392,1,292.14,0,Walkin 1,EXISTING CLIENTS,0,M,207,51
81401,3,440.34,52,Repeat 1,EXISTING CLIENTS,0,M,207,39
81408,18,16568.51,390,Loyal 1,Signage,1,M,207,34
81409,6,1133.61,246,Loyal 1,EXISTING CLIENTS,0,M,207,16
81413,1,179.78,0,Walkin 1,Signage,0,M,207,68
81416,2,1764.05,14,Loyal 1,EXISTING CLIENTS,1,M,207,525
81448,1,292.14,0,Walkin 1,EXISTING CLIENTS,0,M,207,198
81455,2,493.26,0,Repeat 1,EXISTING CLIENTS,1,F,207,175
81465,4,6112.09,6,Loyal 1,EXISTING CLIENTS,0,F,207,57
81466,3,735.96,46,Loyal 1,EXISTING CLIENTS,1,F,207,454
81467,2,168.54,302,Repeat 1,Signage,1,M,207,133
81470,1,101.12,0,Walkin 1,Gift Coupon - External,0,M,214,528
81478,1,56.18,0,Walkin 1,EXISTING CLIENTS,0,F,207,539
81481,1,719.1,0,Walkin 1,Signage,0,F,207,119
81482,4,430.1,90,Loyal 1,EXISTING CLIENTS,0,M,207,16
81484,2,1673.04,0,Regular 1,Hoardings,1,F,207,525
81493,1,1376.41,0,Walkin 1,Signage,0,F,207,403
81504,6,3350.23,211,Regular 1,EXISTING CLIENTS,1,F,207,17
81509,1,89.89,0,Repeat 1,EXISTING CLIENTS,0,F,214,500
81522,1,39.33,0,Walkin 1,Signage,0,M,207,169
81530,7,6965.2,122,Loyal 1,EXISTING CLIENTS,1,M,207,153
81534,1,337.08,0,Walkin 1,Reference,0,M,,558
81535,1,84.27,0,Walkin 1,Others,0,F,207,112
81536,22,13635.59,375,Loyal 1,Signage,0,F,207,16
81540,1,533.71,0,Walkin 1,Reference,0,F,207,498
81548,3,1092.03,299,Repeat 1,EXISTING CLIENTS,0,M,207,25
81557,9,1937.24,487,Loyal 1,Reference,0,M,214,39
81564,7,8161.82,405,Freq 1,Reference,1,M,207,50
81565,1,264.05,0,Walkin 1,EXISTING CLIENTS,0,M,207,199
81574,2,938.21,6,Repeat 1,EXISTING CLIENTS,0,M,207,298
81584,2,4066.31,0,Repeat 1,EXISTING CLIENTS,1,F,207,284
81587,1,2382.02,0,Walkin 1,EXISTING CLIENTS,0,F,207,120
81601,2,995,0,Repeat 1,EXISTING CLIENTS,1,M,207,346
81604,9,7198.06,363,Loyal 1,Reference,0,F,207,39
81607,1,146.07,0,Walkin 1,Signage,0,M,207,105
81609,1,134.83,0,Repeat 1,EXISTING CLIENTS,1,M,207,352
81616,4,3584.29,356,Freq 1,Reference,0,M,207,148
81630,3,3988.5,128,Repeat 1,Signage,0,F,207,10
81634,1,106.75,0,Walkin 1,Signage,0,F,207,175
81638,1,1123.6,0,Walkin 1,EXISTING CLIENTS,0,M,207,489
81641,2,824.72,0,Repeat 1,Reference,1,M,207,451
81653,1,39.9,0,Walkin 1,EXISTING CLIENTS,0,F,,7
81659,1,955.06,0,Walkin 1,Signage,0,M,207,358
81665,2,292.14,41,Repeat 1,EXISTING CLIENTS,0,M,207,99
81671,3,11855.16,0,Repeat 1,EXISTING CLIENTS,1,F,,4
81672,1,56.18,0,Walkin 1,Reference,0,M,207,527
81678,1,247.19,0,Walkin 1,Banners,0,M,,561
81685,1,466.29,0,Walkin 1,EXISTING CLIENTS,0,F,207,189
81689,6,31060.79,3,Loyal 1,Signage,1,F,207,66
81690,1,617.98,0,Walkin 1,Reference,0,F,207,530
81691,2,1442.69,0,Repeat 1,EXISTING CLIENTS,1,F,207,253
81692,1,39.9,0,Walkin 1,EXISTING CLIENTS,0,F,207,29
81704,5,5203.81,188,Freq 1,EXISTING CLIENTS,1,M,207,18
81706,1,39.33,0,Walkin 1,Signage,0,F,207,152
81709,,,,,,,,,
81715,2,5061.82,256,Repeat 1,Signage,0,M,207,179
81721,5,2584.28,39,Loyal 1,Reference,0,F,214,456
81727,2,1055.06,0,Repeat 1,Signage,1,M,207,145
81733,3,516.86,430,Repeat 1,Reference,0,M,207,77
81734,3,646.08,43,Repeat 1,Reference,0,M,207,175
81736,8,2358.89,315,Loyal 1,Signage,0,M,207,38
81740,17,24368.74,474,Loyal 1,Others,1,M,214,4
81741,5,814.6,213,Regular 1,Signage,0,M,207,198
81742,1,9606.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,117
81744,3,3460.69,135,Repeat 1,EXISTING CLIENTS,0,F,207,73
81745,4,5024.61,122,Regular 1,EXISTING CLIENTS,1,F,207,39
81751,1,578.66,0,Walkin 1,Reference,0,M,207,476
81755,2,4865.18,0,Repeat 1,Reference,0,M,207,169
81756,6,1033.72,414,Regular 1,Reference,0,M,214,133
81779,6,5656.35,200,Loyal 1,EXISTING CLIENTS,0,F,207,5
81782,1,876.41,0,Walkin 1,Signage,0,F,207,267
81784,20,3650.76,426,Loyal 1,Signage,1,M,207,19
81801,3,719.1,108,Regular 1,Reference,1,F,214,437
81809,1,370.79,0,Walkin 1,Signage,0,M,207,469
81811,5,1656.19,125,Loyal 1,Reference,1,F,207,329
81822,1,28.09,0,Walkin 1,Others,0,F,207,322
81826,2,555.06,0,Repeat 1,Hoardings,1,M,207,127
81837,4,673.03,96,Regular 1,Reference,1,M,207,416
81856,6,1044.96,470,Freq 1,Signage,0,M,,85
81859,9,3931.47,275,Regular 1,Others,1,M,207,241
81861,1,337.08,0,Walkin 1,Hoardings,0,F,207,386
81862,1,1022.47,0,Repeat 1,EXISTING CLIENTS,0,F,207,383
81867,3,685.39,66,Loyal 1,Reference,0,F,207,478
81872,1,28.09,0,Repeat 1,EXISTING CLIENTS,0,F,207,500
81879,1,134.83,0,Freq 1,Reference,1,F,214,483
81885,1,1725.02,0,Walkin 1,EXISTING CLIENTS,0,F,207,246
81887,4,10533.58,379,Walkin 1,Signage,1,M,207,121
81897,4,134.84,348,Regular 1,Reference,0,F,207,125
81904,4,586.41,154,Regular 1,EXISTING CLIENTS,0,M,207,35
81921,1,2471.92,0,Walkin 1,Reference,0,M,207,536
81933,1,168.54,0,Walkin 1,EXISTING CLIENTS,0,M,207,96
81937,3,634.84,174,Repeat 1,EXISTING CLIENTS,0,F,207,169
81942,2,932.59,50,Repeat 1,EXISTING CLIENTS,0,M,207,276
81950,3,560.04,168,Repeat 1,Signage,0,M,207,24
81960,1,426.98,0,Walkin 1,EXISTING CLIENTS,0,M,207,293
81963,2,7348.34,62,Repeat 1,EXISTING CLIENTS,0,F,207,133
81981,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,F,207,273
81986,1,505.62,0,Walkin 1,Reference,0,F,207,461
81987,2,504.49,0,Repeat 1,Signage,0,M,207,412
81990,21,20613.51,307,Loyal 1,EXISTING CLIENTS,1,M,207,15
81993,1,2567.43,0,Walkin 1,Reference,0,F,207,413
82006,3,505.62,76,Loyal 1,EXISTING CLIENTS,0,M,207,401
82020,17,6599.64,504,Loyal 1,Reference,1,M,207,13
82030,1,168.54,0,Walkin 1,Reference,0,M,207,550
82031,2,1111.24,0,Repeat 1,EXISTING CLIENTS,0,M,207,133
82036,1,730.34,0,Walkin 1,EXISTING CLIENTS,0,F,207,49
82039,4,2002.84,525,Repeat 1,Reference,0,M,,39
82040,2,361.69,123,Repeat 1,EXISTING CLIENTS,0,M,207,39
82050,1,89.89,0,Walkin 1,Others,0,M,214,554
82060,4,8834.31,314,Regular 1,EXISTING CLIENTS,1,F,207,95
82064,1,752.4,0,Walkin 1,Reference,0,M,,9
82074,17,9728.15,430,Loyal 1,Reference,1,F,207,82
82075,1,140.45,0,Walkin 1,EXISTING CLIENTS,0,F,207,465
82077,1,292.14,0,Walkin 1,EXISTING CLIENTS,0,M,207,187
82083,1,1117.99,0,Walkin 1,Reference,0,M,207,92
82092,1,28.09,0,Walkin 1,Signage,0,F,207,330
82093,1,168.54,0,Walkin 1,Signage,0,M,214,489
82100,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,176
82111,2,1386.52,0,Repeat 1,Reference,1,M,214,512
82118,1,314.62,0,Walkin 1,Signage,0,F,207,261
82119,7,4903.4,158,Loyal 1,Others,1,M,207,374
82120,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,F,207,220
82146,5,2994.39,84,Loyal 1,Others,1,F,207,469
82148,7,883.98,525,Regular 1,Reference,0,F,207,27
82150,1,2809,0,Walkin 1,EXISTING CLIENTS,0,M,207,170
82160,2,717.98,0,Repeat 1,EXISTING CLIENTS,1,F,207,332
82178,1,1752.81,0,Walkin 1,Others,0,M,207,113
82184,1,28.09,0,Walkin 1,Others,0,M,214,530
82192,2,359.56,36,Repeat 1,Signage,0,M,207,58
82193,2,762.93,0,Repeat 1,EXISTING CLIENTS,1,F,207,246
82196,1,165.3,0,Walkin 1,Signage,0,F,,11
82213,1,168.54,0,Walkin 1,Reference,0,M,207,436
82222,2,112.36,59,Repeat 1,EXISTING CLIENTS,0,M,207,422
82228,2,493.26,0,Walkin 1,EXISTING CLIENTS,0,F,207,76
82232,9,9359.58,348,Loyal 1,Others,0,F,207,197
82235,1,101.12,0,Freq 1,Reference,1,F,214,490
82236,1,28.09,0,Walkin 1,Others,0,F,214,536
82240,1,522.48,0,Walkin 1,Reference,0,F,207,477
82242,1,222.3,0,Walkin 1,Others,0,M,,1
82245,1,786.52,0,Walkin 1,Signage,1,F,207,415
82252,5,3448.33,160,Regular 1,EXISTING CLIENTS,1,F,207,141
82264,1,1811.46,0,Walkin 1,EXISTING CLIENTS,1,M,207,39
82272,6,15250.56,40,Loyal 1,Reference,1,F,214,439
82278,1,414.96,0,Walkin 1,EXISTING CLIENTS,1,M,,7
82279,3,3414.62,7,Repeat 1,EXISTING CLIENTS,1,M,207,316
82287,1,250,0,Walkin 1,EXISTING CLIENTS,0,F,207,137
82297,10,1417.87,530,Loyal 1,Others,1,F,207,0
82300,2,5485.53,0,Repeat 1,Hoardings,1,M,207,142
82306,1,84.27,0,Walkin 1,Others,0,M,207,295
82323,1,33.71,0,Walkin 1,EXISTING CLIENTS,0,F,207,62
82327,2,2932.59,65,Loyal 1,Signage,1,F,214,490
82338,1,578.66,0,Walkin 1,Others,0,F,214,515
82359,1,1258.43,0,Walkin 1,Reference,0,F,214,490
82361,3,1423.32,8,Repeat 1,EXISTING CLIENTS,0,F,207,92
82365,3,1842.7,223,Freq 1,Reference,1,F,214,288
82366,2,269.66,56,Loyal 1,Signage,1,M,207,483
82369,1,674.16,0,Walkin 1,EXISTING CLIENTS,0,F,207,67
82371,1,67.41,0,Walkin 1,Gift Coupon - Internal,0,F,207,552
82389,4,2278.43,73,Loyal 1,Signage,1,M,207,4
82396,1,22.47,0,Walkin 1,EXISTING CLIENTS,0,F,207,472
82401,,,,,,,,,
82409,21,3045.55,539,Loyal 1,Signage,0,M,214,1
82414,,,,,,,,,
82417,1,421.8,0,Walkin 1,Others,0,M,207,39
82419,3,516.85,202,Repeat 1,Others,0,M,207,105
82425,10,5897.52,259,Loyal 1,EXISTING CLIENTS,1,M,207,1
82430,1,247.19,0,Walkin 1,Reference,0,M,207,526
82436,1,1095.51,0,Walkin 1,Signage,0,M,207,166
82438,2,2629.22,1,Loyal 1,EXISTING CLIENTS,1,F,207,528
82445,4,583.15,243,Freq 1,Reference,1,F,207,225
82451,1,123.6,0,Walkin 1,EXISTING CLIENTS,0,F,207,198
82454,2,600,0,Repeat 1,Signage,1,F,207,496
82457,10,5211.26,444,Regular 1,Others,1,M,214,85
82462,5,2525.9,258,Freq 1,EXISTING CLIENTS,1,F,207,118
82468,9,1505.63,280,Loyal 1,Others,0,M,214,272
82472,8,11950.87,186,Loyal 1,Reference,1,M,214,341
82475,2,8358.3,149,Repeat 1,EXISTING CLIENTS,1,F,207,30
82476,2,2084.28,202,Repeat 1,EXISTING CLIENTS,0,F,207,81
82504,1,1640.46,0,Walkin 1,EXISTING CLIENTS,0,F,207,287
82507,1,78.66,0,Walkin 1,Signage,0,F,207,180
